Date;Time;Emperor_Penguin;Adelie_Penguin;Antartic_Petrel;Snow_Petrel;South_Polar_Skua;Crabeater_Seal;Weddel_Seal;Minke_Whale;Killer_Whale;krill;Latitude;Longitude
22/12/1994;16.45;0;0;1;0;0;0;1;0;0;0;-721.862;1.746.528
22/12/1994;20.3;0;1;1;1;0;0;0;0;0;0;-72.215;1.747.803
22/12/1994;21.3;0;0;1;0;0;0;0;0;0;0;-721.995;1.752.103
22/12/1994;22.3;0;0;1;1;0;0;0;0;0;0;-72.135;175.658
22/12/1994;23.3;0;1;1;1;0;0;0;0;0;0;-720.188;1.759.367
23/12/1994;2.15;0;1;1;1;0;0;0;0;0;0;-719.083;1.763.013
23/12/1994;3.3;0;0;1;1;0;0;0;0;0;0;-718.805;1.766.878
23/12/1994;5.45;1;0;1;1;0;0;0;0;0;0;-718.053;1.766.987
23/12/1994;6.3;0;0;1;1;0;0;0;0;0;0;-716.887;1.767.553
23/12/1994;7.15;0;0;1;1;0;0;0;0;0;0;-71.593;1.769.808
23/12/1994;8.3;0;0;1;0;0;0;0;0;0;0;-714.645;1.774.313
23/12/1994;9.3;0;0;1;1;0;0;0;0;0;0;-713.497;177.607
23/12/1994;10.3;0;0;1;1;0;0;0;0;0;0;-712.283;1.778.953
23/12/1994;11.3;0;0;1;1;0;0;0;0;0;0;-711.562;1.782.563
23/12/1994;12.3;0;1;1;0;0;0;0;0;0;0;-711.522;1.786.033
23/12/1994;13.3;0;0;1;1;0;0;0;0;0;0;-711.875;1.789.538
23/12/1994;14.3;0;0;1;1;0;0;0;0;0;0;-711.175;1.791.883
23/12/1994;15.3;0;0;1;1;0;0;0;0;0;0;-71.108;1.792.038
23/12/1994;16.3;0;0;1;1;0;0;0;0;0;0;-710.567;178.833
23/12/1994;18.3;0;1;1;1;0;1;0;0;0;0;-709.763;1.786.972
23/12/1994;19.3;0;0;1;0;0;0;1;0;0;0;-709.695;1.785.392
23/12/1994;20.3;0;0;1;0;0;0;1;0;0;0;-710.078;1.783.113
23/12/1994;21.3;0;1;1;0;0;0;0;0;0;0;-709.817;1.780.417
23/12/1994;23.2;0;0;1;1;0;0;0;0;0;0;-709.883;1.778.237
24/12/1994;1.3;0;0;1;1;0;0;0;0;0;0;-71.107;1.774.978
24/12/1994;2.3;0;0;1;0;0;0;0;0;0;0;-711.692;1.771.392
24/12/1994;3.3;0;0;1;1;0;0;0;0;0;0;-712.778;1.768.912
24/12/1994;4.3;1;0;1;1;0;0;0;0;0;0;-713.478;1.765.337
24/12/1994;5.3;0;0;1;1;0;0;0;0;0;0;-71.432;1.761.992
24/12/1994;6.3;0;0;1;1;0;0;0;0;0;0;-715.642;176.195
24/12/1994;7.15;0;1;1;1;0;1;0;0;0;0;-716.038;1.759.037
24/12/1994;8.15;0;0;1;0;0;0;0;0;0;0;-71.665;1.754.917
24/12/1994;10.45;0;0;1;1;0;0;0;0;0;0;-717.475;175.042
24/12/1994;12;0;1;1;1;0;1;0;0;0;0;-718.353;1.746.688
24/12/1994;13;0;1;1;1;0;1;0;0;0;0;-718.347;1.742.283
24/12/1994;14;1;1;1;1;0;0;0;0;0;0;-718.692;173.79
24/12/1994;15;0;1;1;1;0;0;0;0;0;0;-718.897;173.308
24/12/1994;16;0;0;1;0;1;0;0;0;0;0;-719.167;1.728.703
24/12/1994;18.15;0;0;1;0;1;0;0;0;0;0;-719.763;1.725.063
24/12/1994;19.5;0;0;1;0;0;0;0;0;0;0;-719.238;1.720.192
24/12/1994;21;0;0;0;0;0;0;0;0;0;0;-71.73;1.720.083
24/12/1994;22;0;0;0;0;1;0;0;0;0;0;-715.612;172.02
24/12/1994;23;0;1;0;0;0;0;0;0;0;0;-713.978;1.720.305
0;0;0;0;0;0;0;0;0;0;0;1;-696.808;-1.767.727
0;0;0;0;0;0;0;0;0;0;0;1;-69.674;-1.767.308
0;0;0;0;0;0;0;0;0;0;0;1;-696.797;-1.766.933
0;0;0;0;0;0;0;0;0;0;0;1;-696.922;-176.666
0;0;0;0;0;0;0;0;0;0;0;1;-697.032;-1.766.332
0;0;0;0;0;0;0;0;0;0;0;1;-697.132;-176.596
0;0;0;0;0;0;0;0;0;0;0;1;-697.233;-176.563
0;0;0;0;0;0;0;0;0;0;0;1;-697.345;-1.765.327
0;0;0;0;0;0;0;0;0;0;0;1;-697.452;-1.765.013
0;0;0;0;0;0;0;0;0;0;0;1;-697.565;-1.764.703
0;0;0;0;0;0;0;0;0;0;0;1;-697.667;-1.764.362
0;0;0;0;0;0;0;0;0;0;0;1;-697.768;-1.764.013
0;0;0;0;0;0;0;0;0;0;0;1;-697.893;-1.763.665
0;0;0;0;0;0;0;0;0;0;0;1;-69.808;-1.763.688
0;0;0;0;0;0;0;0;0;0;0;1;-69.824;-176.359
0;0;0;0;0;0;0;0;0;0;0;1;-698.432;-1.763.562
0;0;0;0;0;0;0;0;0;0;0;1;-698.602;-1.763.593
0;0;0;0;0;0;0;0;0;0;0;1;-698.738;-176.331
0;0;0;0;0;0;0;0;0;0;0;1;-69.891;-1.763.425
0;0;0;0;0;0;0;0;0;0;0;1;-699.067;-1.763.428
0;0;0;0;0;0;0;0;0;0;0;1;-699.103;-1.763.437
0;0;0;0;0;0;0;0;0;0;0;1;-699.107;-1.763.418
0;0;0;0;0;0;0;0;0;0;0;1;-699.105;-176.342
0;0;0;0;0;0;0;0;0;0;0;1;-699.103;-1.763.422
0;0;0;0;0;0;0;0;0;0;0;1;-699.125;-1.763.252
0;0;0;0;0;0;0;0;0;0;0;0;-699.122;-1.763.257
0;0;0;0;0;0;0;0;0;0;0;1;-699.097;-1.762.873
0;0;0;0;0;0;0;0;0;0;0;1;-699.203;-1.762.565
0;0;0;0;0;0;0;0;0;0;0;1;-699.342;-1.762.365
0;0;0;0;0;0;0;0;0;0;0;1;-699.507;-1.762.323
0;0;0;0;0;0;0;0;0;0;0;1;-699.653;-176.233
0;0;0;0;0;0;0;0;0;0;0;1;-699.783;-1.762.545
0;0;0;0;0;0;0;0;0;0;0;1;-699.872;-1.762.995
0;0;0;0;0;0;0;0;0;0;0;1;-700.018;-1.763.187
0;0;0;0;0;0;0;0;0;0;0;1;-700.172;-176.341
0;0;0;0;0;0;0;0;0;0;0;1;-700.323;-176.35
0;0;0;0;0;0;0;0;0;0;0;1;-700.485;-1.763.477
0;0;0;0;0;0;0;0;0;0;0;1;-700.647;-1.763.557
0;0;0;0;0;0;0;0;0;0;0;1;-700.793;-1.763.518
0;0;0;0;0;0;0;0;0;0;0;1;-700.948;-176.349
0;0;0;0;0;0;0;0;0;0;0;1;-701.102;-1.763.545
0;0;0;0;0;0;0;0;0;0;0;1;-701.257;-1.763.615
0;0;0;0;0;0;0;0;0;0;0;1;-701.417;-1.763.735
0;0;0;0;0;0;0;0;0;0;0;1;-701.572;-176.384
0;0;0;0;0;0;0;0;0;0;0;1;-701.723;-1.763.885
0;0;0;0;0;0;0;0;0;0;0;1;-701.882;-1.763.923
0;0;0;0;0;0;0;0;0;0;0;1;-702.033;-1.764.017
0;0;0;0;0;0;0;0;0;0;0;1;-70.217;-1.764.272
0;0;0;0;0;0;0;0;0;0;0;1;-702.275;-1.764.007
0;0;0;0;0;0;0;0;0;0;0;1;-702.318;-176.352
0;0;0;0;0;0;0;0;0;0;0;1;-702.432;-1.763.185
0;0;0;0;0;0;0;0;0;0;0;1;-702.492;-1.763.042
0;0;0;0;0;0;0;0;0;0;0;1;-702.403;-1.763.005
0;0;0;0;0;0;0;0;0;0;0;0;-707.997;-1.765.693
0;0;0;0;0;0;0;0;0;0;0;0;-708.102;-1.766.023
0;0;0;0;0;0;0;0;0;0;0;0;-70.816;-1.766.248
0;0;0;0;0;0;0;0;0;0;0;0;-708.307;-1.766.657
0;0;0;0;0;0;0;0;0;0;0;0;-708.518;-1.766.582
0;0;0;0;0;0;0;0;0;0;0;0;-708.637;-176.627
0;0;0;0;0;0;0;0;0;0;0;0;-708.793;-1.766.175
0;0;0;0;0;0;0;0;0;0;0;0;-708.957;-1.766.063
0;0;0;0;0;0;0;0;0;0;0;0;-709.065;-176.574
0;0;0;0;0;0;0;0;0;0;0;0;-709.238;-1.765.657
0;0;0;0;0;0;0;0;0;0;0;0;-709.413;-1.765.755
0;0;0;0;0;0;0;0;0;0;0;0;-709.548;-1.766.157
0;0;0;0;0;0;0;0;0;0;0;0;-709.692;-176.631
0;0;0;0;0;0;0;0;0;0;0;0;-709.692;-176.634
0;0;0;0;0;0;0;0;0;0;0;0;-709.678;-1.766.432
0;0;0;0;0;0;0;0;0;0;0;0;-709.678;-1.766.438
0;0;0;0;0;0;0;0;0;0;0;0;-709.678;-1.766.447
0;0;0;0;0;0;0;0;0;0;0;0;-709.865;-1.767.237
0;0;0;0;0;0;0;0;0;0;0;0;-710.075;-1.766.705
0;0;0;0;0;0;0;0;0;0;0;0;-710.263;-1.766.513
0;0;0;0;0;0;0;0;0;0;0;1;-710.428;-1.766.468
0;0;0;0;0;0;0;0;0;0;0;0;-710.567;-1.766.018
0;0;0;0;0;0;0;0;0;0;0;0;-710.742;-1.765.897
0;0;0;0;0;0;0;0;0;0;0;0;-710.885;-176.63
0;0;0;0;0;0;0;0;0;0;0;0;-710.993;-176.666
0;0;0;0;0;0;0;0;0;0;0;1;-71.12;-1.766.345
0;0;0;0;0;0;0;0;0;0;0;0;-711.418;-176.621
0;0;0;0;0;0;0;0;0;0;0;0;-711.673;-1.765.958
0;0;0;0;0;0;0;0;0;0;0;0;-711.873;-176.552
0;0;0;0;0;0;0;0;0;0;0;0;-712.125;-1.765.597
0;0;0;0;0;0;0;0;0;0;0;0;-712.358;-1.765.382
0;0;0;0;0;0;0;0;0;0;0;0;-71.248;-1.765.187
0;0;0;0;0;0;0;0;0;0;0;0;-712.572;-1.765.032
0;0;0;0;0;0;0;0;0;0;0;0;-712.855;-1.764.895
0;0;0;0;0;0;0;0;0;0;0;0;-713.108;-1.764.992
0;0;0;0;0;0;0;0;0;0;0;0;-713.252;-1.765.673
0;0;0;0;0;0;0;0;0;0;0;1;-713.313;-1.766.133
0;0;0;0;0;0;0;0;0;0;0;0;-713.415;-1.766.643
0;0;0;0;0;0;0;0;0;0;0;0;-713.653;-1.766.837
0;0;0;0;0;0;0;0;0;0;0;1;-713.735;-1.766.888
0;0;0;0;0;0;0;0;0;0;0;0;-713.963;-1.766.965
0;0;0;0;0;0;0;0;0;0;0;0;-714.168;-1.767.392
0;0;0;0;0;0;0;0;0;0;0;1;-714.205;-1.767.745
0;0;0;0;0;0;0;0;0;0;0;0;-714.205;-1.767.745
0;0;0;0;0;0;0;0;0;0;0;0;-714.935;-1.767.867
0;0;0;0;0;0;0;0;0;0;0;0;-715.088;-176.804
0;0;0;0;0;0;0;0;0;0;0;1;-715.288;-1.768.308
0;0;0;0;0;0;0;0;0;0;0;0;-715.442;-1.768.457
0;0;0;0;0;0;0;0;0;0;0;0;-715.645;-1.768.657
0;0;0;0;0;0;0;0;0;0;0;0;-715.807;-176.877
0;0;0;0;0;0;0;0;0;0;0;1;-715.957;-176.902
0;0;0;0;0;0;0;0;0;0;0;0;-716.085;-1.769.152
0;0;0;0;0;0;0;0;0;0;0;0;-716.108;-1.769.342
0;0;0;0;0;0;0;0;0;0;0;1;-71.621;-1.768.877
0;0;0;0;0;0;0;0;0;0;0;1;-716.392;-1.769.118
0;0;0;0;0;0;0;0;0;0;0;1;-716.568;-1.769.173
0;0;0;0;0;0;0;0;0;0;0;0;-716.737;-1.769.223
0;0;0;0;0;0;0;0;0;0;0;1;-71.691;-1.769.335
0;0;0;0;0;0;0;0;0;0;0;1;-71.708;-1.769.292
0;0;0;0;0;0;0;0;0;0;0;0;-717.245;-1.769.155
0;0;0;0;0;0;0;0;0;0;0;0;-717.408;-1.769.035
0;0;0;0;0;0;0;0;0;0;0;0;-717.562;-1.769.375
0;0;0;0;0;0;0;0;0;0;0;1;-717.762;-1.769.765
0;0;0;0;0;0;0;0;0;0;0;0;-717.932;-1.770.233
0;0;0;0;0;0;0;0;0;0;0;0;-71.805;-1.769.818
0;0;0;0;0;0;0;0;0;0;0;0;-718.163;-1.769.898
0;0;0;0;0;0;0;0;0;0;0;0;-718.375;-1.769.552
0;0;0;0;0;0;0;0;0;0;0;0;-718.528;-1.769.233
0;0;0;0;0;0;0;0;0;0;0;0;-71.886;-1.769.468
0;0;0;0;0;0;0;0;0;0;0;0;-719.057;-1.769.578
0;0;0;0;0;0;0;0;0;0;0;0;-719.222;-1.769.985
0;0;0;0;0;0;0;0;0;0;0;0;-726.908;-1.783.382
0;0;0;0;0;0;0;0;0;0;0;1;-726.905;-1.783.363
0;0;0;0;0;0;0;0;0;0;0;0;-726.897;-1.783.333
0;0;0;0;0;0;0;0;0;0;0;0;-726.888;-1.783.295
0;0;0;0;0;0;0;0;0;0;0;0;-726.885;-178.328
0;0;0;0;0;0;0;0;0;0;0;0;-72.687;-178.323
0;0;0;0;0;0;0;0;0;0;0;0;-726.865;-1.783.215
0;0;0;0;0;0;0;0;0;0;0;0;-726.862;-1.783.205
0;0;0;0;0;0;0;0;0;0;0;0;-72.686;-1.783.197
0;0;0;0;0;0;0;0;0;0;0;1;-726.857;-1.783.193
0;0;0;0;0;0;0;0;0;0;0;0;-726.787;-1.783.122
0;0;0;0;0;0;0;0;0;0;0;1;-726.867;-1.783.092
0;0;0;0;0;0;0;0;0;0;0;0;-726.992;-178.293
0;0;0;0;0;0;0;0;0;0;0;1;-727.135;-1.782.703
0;0;0;0;0;0;0;0;0;0;0;0;-727.275;-1.782.577
0;0;0;0;0;0;0;0;0;0;0;1;-727.385;-1.782.493
0;0;0;0;0;0;0;0;0;0;0;1;-72.751;-178.23
0;0;0;0;0;0;0;0;0;0;0;0;-727.628;-1.782.043
0;0;0;0;0;0;0;0;0;0;0;0;-727.698;-1.781.622
0;0;0;0;0;0;0;0;0;0;0;0;-72.778;-1.781.318
0;0;0;0;0;0;0;0;0;0;0;0;-727.887;-1.780.925
0;0;0;0;0;0;0;0;0;0;0;1;-728.057;-1.780.907
0;0;0;0;0;0;0;0;0;0;0;0;-728.177;-1.781.257
0;0;0;0;0;0;0;0;0;0;0;0;-728.308;-1.781.412
0;0;0;0;0;0;0;0;0;0;0;0;-72.847;-1.781.473
0;0;0;0;0;0;0;0;0;0;0;1;-728.618;-1.781.153
0;0;0;0;0;0;0;0;0;0;0;1;-728.718;-1.780.713
0;0;0;0;0;0;0;0;0;0;0;0;-728.823;-178.09
0;0;0;0;0;0;0;0;0;0;0;1;-728.773;-1.780.827
0;0;0;0;0;0;0;0;0;0;0;1;-728.862;-1.780.893
0;0;0;0;0;0;0;0;0;0;0;1;-729.027;-1.780.862
0;0;0;0;0;0;0;0;0;0;0;1;-729.152;-1.780.562
0;0;0;0;0;0;0;0;0;0;0;1;-729.302;-1.780.552
0;0;0;0;0;0;0;0;0;0;0;1;-729.382;-1.780.192
0;0;0;0;0;0;0;0;0;0;0;1;-729.563;-178.02
0;0;0;0;0;0;0;0;0;0;0;1;-729.658;-1.779.733
0;0;0;0;0;0;0;0;0;0;0;1;-729.763;-1.779.633
0;0;0;0;0;0;0;0;0;0;0;0;-729.807;-1.779.645
0;0;0;0;0;0;0;0;0;0;0;0;-72.99;-1.779.708
0;0;0;0;0;0;0;0;0;0;0;0;-730.017;-1.779.887
0;0;0;0;0;0;0;0;0;0;0;1;-730.145;-1.779.712
0;0;0;0;0;0;0;0;0;0;0;0;-730.243;-1.779.427
0;0;0;0;0;0;0;0;0;0;0;1;-730.342;-1.779.118
0;0;0;0;0;0;0;0;0;0;0;0;-73.046;-1.779.143
0;0;0;0;0;0;0;0;0;0;0;0;-730.523;-1.779.378
0;0;0;0;0;0;0;0;0;0;0;1;-730.665;-1.779.508
0;0;0;0;0;0;0;0;0;0;0;0;-73.077;-1.779.253
0;0;0;0;0;0;0;0;0;0;0;0;-730.872;-1.779.242
0;0;0;0;0;0;0;0;0;0;0;0;-73.092;-1.779.583
0;0;0;0;0;0;0;0;0;0;0;0;-730.993;-1.779.943
0;0;0;0;0;0;0;0;0;0;0;0;-731.125;-1.780.128
0;0;0;0;0;0;0;0;0;0;0;0;-731.265;-1.780.085
0;0;0;0;0;0;0;0;0;0;0;1;-731.405;-1.779.825
0;0;0;0;0;0;0;0;0;0;0;0;-731.522;-1.779.477
0;0;0;0;0;0;0;0;0;0;0;0;-731.647;-1.779.245
0;0;0;0;0;0;0;0;0;0;0;0;-731.752;-177.921
0;0;0;0;0;0;0;0;0;0;0;0;-731.837;-1.779.212
0;0;0;0;0;0;0;0;0;0;0;0;-731.962;-1.779.165
0;0;0;0;0;0;0;0;0;0;0;0;-732.142;-177.906
0;0;0;0;0;0;0;0;0;0;0;1;-732.282;-1.778.972
0;0;0;0;0;0;0;0;0;0;0;1;-732.417;-1.778.817
0;0;0;0;0;0;0;0;0;0;0;1;-732.587;-1.778.828
0;0;0;0;0;0;0;0;0;0;0;1;-732.788;-1.779.007
0;0;0;0;0;0;0;0;0;0;0;1;-73.292;-1.779.362
0;0;0;0;0;0;0;0;0;0;0;1;-733.085;-177.942
0;0;0;0;0;0;0;0;0;0;0;1;-733.223;-1.778.863
0;0;0;0;0;0;0;0;0;0;0;1;-733.273;-1.778.305
0;0;0;0;0;0;0;0;0;0;0;0;-73.335;-1.777.807
0;0;0;0;0;0;0;0;0;0;0;0;-733.415;-1.777.297
0;0;0;0;0;0;0;0;0;0;0;1;-733.573;-1.776.823
0;0;0;0;0;0;0;0;0;0;0;1;-733.712;-1.776.455
0;0;0;0;0;0;0;0;0;0;0;0;-733.785;-1.776.488
0;0;0;0;0;0;0;0;0;0;0;1;-733.897;-1.776.897
0;0;0;0;0;0;0;0;0;0;0;1;-734.038;-1.777.217
0;0;0;0;0;0;0;0;0;0;0;1;-734.205;-1.777.408
0;0;0;0;0;0;0;0;0;0;0;1;-73.437;-177.741
0;0;0;0;0;0;0;0;0;0;0;1;-73.454;-1.777.313
0;0;0;0;0;0;0;0;0;0;0;1;-734.703;-1.777.133
0;0;0;0;0;0;0;0;0;0;0;1;-734.858;-177.695
0;0;0;0;0;0;0;0;0;0;0;1;-735.005;-1.776.772
0;0;0;0;0;0;0;0;0;0;0;0;-73.519;-1.776.673
0;0;0;0;0;0;0;0;0;0;0;1;-73.537;-1.776.388
0;0;0;0;0;0;0;0;0;0;0;0;-735.502;-1.776.365
0;0;0;0;0;0;0;0;0;0;0;0;-735.533;-1.776.452
0;0;0;0;0;0;0;0;0;0;0;0;-735.575;-1.776.605
0;0;0;0;0;0;0;0;0;0;0;0;-735.695;-1.777.068
0;0;0;0;0;0;0;0;0;0;0;1;-735.753;-1.777.632
0;0;0;0;0;0;0;0;0;0;0;0;-735.813;-1.778.045
0;0;0;0;0;0;0;0;0;0;0;1;-735.887;-1.778.542
0;0;0;0;0;0;0;0;0;0;0;0;-735.967;-1.779.042
0;0;0;0;0;0;0;0;0;0;0;0;-736.098;-1.779.427
0;0;0;0;0;0;0;0;0;0;0;0;-736.217;-1.779.742
0;0;0;0;0;0;0;0;0;0;0;1;-73.635;-1.780.107
0;0;0;0;0;0;0;0;0;0;0;0;-736.483;-1.780.457
0;0;0;0;0;0;0;0;0;0;0;1;-736.693;-1.781.718
0;0;0;0;0;0;0;0;0;0;0;0;-736.712;-1.782.343
0;0;0;0;0;0;0;0;0;0;0;0;-736.712;-1.782.943
0;0;0;0;0;0;0;0;0;0;0;0;-736.718;-1.783.587
0;0;0;0;0;0;0;0;0;0;0;1;-73.675;-1.784.172
0;0;0;0;0;0;0;0;0;0;0;1;-736.757;-1.784.707
0;0;0;0;0;0;0;0;0;0;0;0;-736.855;-1.785.147
0;0;0;0;0;0;0;0;0;0;0;0;-737.017;-1.785.417
0;0;0;0;0;0;0;0;0;0;0;0;-737.175;-1.785.603
0;0;0;0;0;0;0;0;0;0;0;0;-737.338;-1.785.853
0;0;0;0;0;0;0;0;0;0;0;0;-737.523;-1.785.928
0;0;0;0;0;0;0;0;0;0;0;0;-737.752;-1.785.863
0;0;0;0;0;0;0;0;0;0;0;0;-737.852;-1.785.943
0;0;0;0;0;0;0;0;0;0;0;0;-737.925;-1.785.982
0;0;0;0;0;0;0;0;0;0;0;0;-738.043;-1.785.803
0;0;0;0;0;0;0;0;0;0;0;0;-738.183;-1.785.375
0;0;0;0;0;0;0;0;0;0;0;0;-73.833;-1.784.995
0;0;0;0;0;0;0;0;0;0;0;0;-738.487;-1.784.555
0;0;0;0;0;0;0;0;0;0;0;0;-738.583;-1.784.397
0;0;0;0;0;0;0;0;0;0;0;0;-738.693;-1.784.282
0;0;0;0;0;0;0;0;0;0;0;0;-738.773;-1.784.258
0;0;0;0;0;0;0;0;0;0;0;0;-73.88;-1.784.303
0;0;0;0;0;0;0;0;0;0;0;0;-738.818;-178.437
0;0;0;0;0;0;0;0;0;0;0;0;-738.832;-1.784.418
0;0;0;0;0;0;0;0;0;0;0;0;-738.838;-1.784.455
0;0;0;0;0;0;0;0;0;0;0;0;-738.913;-178.463
0;0;0;0;0;0;0;0;0;0;0;0;-739.035;-1.784.873
0;0;0;0;0;0;0;0;0;0;0;0;-739.202;-1.784.702
0;0;0;0;0;0;0;0;0;0;0;0;-739.347;-1.784.462
0;0;0;0;0;0;0;0;0;0;0;0;-73.946;-178.434
0;0;0;0;0;0;0;0;0;0;0;0;-739.532;-1.784.332
0;0;0;0;0;0;0;0;0;0;0;0;-739.633;-1.784.263
0;0;0;0;0;0;0;0;0;0;0;0;-739.667;-1.784.298
0;0;0;0;0;0;0;0;0;0;0;0;-73.97;-1.784.342
0;0;0;0;0;0;0;0;0;0;0;0;-739.732;-1.784.392
0;0;0;0;0;0;0;0;0;0;0;0;-739.755;-1.784.445
0;0;0;0;0;0;0;0;0;0;0;0;-739.778;-1.784.505
0;0;0;0;0;0;0;0;0;0;0;0;-739.808;-178.458
0;0;0;0;0;0;0;0;0;0;0;0;-739.833;-1.784.658
0;0;0;0;0;0;0;0;0;0;0;0;-73.986;-1.784.745
0;0;0;0;0;0;0;0;0;0;0;0;-739.917;-178.5
0;0;0;0;0;0;0;0;0;0;0;0;-74.006;-1.785.148
0;0;0;0;0;0;0;0;0;0;0;0;-740.175;-178.538
0;0;0;0;0;0;0;0;0;0;0;0;-740.295;-1.785.647
0;0;0;0;0;0;0;0;0;0;0;0;-740.395;-1.786.002
0;0;0;0;0;0;0;0;0;0;0;0;-740.418;-1.786.337
0;0;0;0;0;0;0;0;0;0;0;0;-740.448;-1.786.653
0;0;0;0;0;0;0;0;0;0;0;0;-74.049;-1.786.758
0;0;0;0;0;0;0;0;0;0;0;0;-740.573;-1.787.103
0;0;0;0;0;0;0;0;0;0;0;0;-740.587;-1.787.448
0;0;0;0;0;0;0;0;0;0;0;0;-740.673;-178.776
0;0;0;0;0;0;0;0;0;0;0;0;-740.817;-1.787.467
0;0;0;0;0;0;0;0;0;0;0;0;-740.917;-1.787.192
0;0;0;0;0;0;0;0;0;0;0;0;-741.007;-178.73
0;0;0;0;0;0;0;0;0;0;0;0;-741.108;-1.787.337
0;0;0;0;0;0;0;0;0;0;0;0;-741.227;-1.786.757
0;0;0;0;0;0;0;0;0;0;0;0;-741.268;-1.786.537
0;0;0;0;0;0;0;0;0;0;0;0;-741.363;-1.786.518
0;0;0;0;0;0;0;0;0;0;0;1;-741.457;-1.786.515
0;0;0;0;0;0;0;0;0;0;0;0;-741.498;-1.786.523
0;0;0;0;0;0;0;0;0;0;0;0;-741.532;-1.786.677
0;0;0;0;0;0;0;0;0;0;0;0;-741.538;-1.786.737
0;0;0;0;0;0;0;0;0;0;0;0;-74.154;-1.786.753
0;0;0;0;0;0;0;0;0;0;0;1;-741.705;-1.787.033
0;0;0;0;0;0;0;0;0;0;0;0;-741.853;-178.735
0;0;0;0;0;0;0;0;0;0;0;0;-741.968;-1.787.437
0;0;0;0;0;0;0;0;0;0;0;0;-742.095;-1.787.363
0;0;0;0;0;0;0;0;0;0;0;0;-742.198;-1.787.382
0;0;0;0;0;0;0;0;0;0;0;0;-742.302;-1.787.367
0;0;0;0;0;0;0;0;0;0;0;0;-742.412;-1.787.518
0;0;0;0;0;0;0;0;0;0;0;0;-742.528;-1.787.505
0;0;0;0;0;0;0;0;0;0;0;0;-742.612;-178.745
0;0;0;0;0;0;0;0;0;0;0;0;-742.732;-1.787.558
0;0;0;0;0;0;0;0;0;0;0;0;-742.868;-178.762
0;0;0;0;0;0;0;0;0;0;0;0;-74.297;-178.783
0;0;0;0;0;0;0;0;0;0;0;0;-743.078;-1.788.083
0;0;0;0;0;0;0;0;0;0;0;0;-743.222;-1.788.268
0;0;0;0;0;0;0;0;0;0;0;0;-743.357;-1.788.463
0;0;0;0;0;0;0;0;0;0;0;0;-743.462;-1.788.685
0;0;0;0;0;0;0;0;0;0;0;0;-743.523;-1.789.283
0;0;0;0;0;0;0;0;0;0;0;0;-743.602;-1.789.717
0;0;0;0;0;0;0;0;0;0;0;0;-743.643;-1.790.268
0;0;0;0;0;0;0;0;0;0;0;0;-743.688;-1.790.865
0;0;0;0;0;0;0;0;0;0;0;0;-743.772;-1.791.403
0;0;0;0;0;0;0;0;0;0;0;0;-743.897;-179.166
0;0;0;0;0;0;0;0;0;0;0;0;-744.032;-179.198
0;0;0;0;0;0;0;0;0;0;0;0;-744.152;-1.792.393
0;0;0;0;0;0;0;0;0;0;0;0;-744.267;-179.277
0;0;0;0;0;0;0;0;0;0;0;0;-74.439;-179.317
0;0;0;0;0;0;0;0;0;0;0;0;-744.485;-179.347
0;0;0;0;0;0;0;0;0;0;0;0;-744.558;-1.793.687
0;0;0;0;0;0;0;0;0;0;0;0;-744.653;-1.794.037
0;0;0;0;0;0;0;0;0;0;0;0;-74.482;-1.794.147
0;0;0;0;0;0;0;0;0;0;0;0;-744.975;-1.794.372
0;0;0;0;0;0;0;0;0;0;0;0;-745.132;-1.794.642
0;0;0;0;0;0;0;0;0;0;0;0;-74.527;-1.794.895
0;0;0;0;0;0;0;0;0;0;0;0;-74.542;-1.795.242
0;0;0;0;0;0;0;0;0;0;0;0;-745.562;-1.795.542
0;0;0;0;0;0;0;0;0;0;0;0;-745.682;-1.795.995
0;0;0;0;0;0;0;0;0;0;0;0;-74.58;-1.796.442
0;0;0;0;0;0;0;0;0;0;0;0;-74.592;-1.796.915
0;0;0;0;0;0;0;0;0;0;0;0;-746.057;-1.797.272
0;0;0;0;0;0;0;0;0;0;0;0;-746.158;-1.797.652
0;0;0;0;0;0;0;0;0;0;0;1;-746.278;-1.798.098
0;0;0;0;0;0;0;0;0;0;0;0;-746.408;-1.798.572
0;0;0;0;0;0;0;0;0;0;0;1;-746.552;-1.798.993
0;0;0;0;0;0;0;0;0;0;0;1;-746.682;-1.799.412
0;0;0;0;0;0;0;0;0;0;0;1;-746.777;-1.799.767
0;0;0;0;0;0;0;0;0;0;0;0;-746.838;1.799.817
0;0;0;0;0;0;0;0;0;0;0;0;-74.685;1.799.668
0;0;0;0;0;0;0;0;0;0;0;0;-746.935;179.913
0;0;0;0;0;0;0;0;0;0;0;0;-74.706;1.798.708
0;0;0;0;0;0;0;0;0;0;0;0;-747.177;179.838
0;0;0;0;0;0;0;0;0;0;0;0;-747.287;1.798.172
0;0;0;0;0;0;0;0;0;0;0;0;-747.393;1.797.865
0;0;0;0;0;0;0;0;0;0;0;0;-747.438;1.797.643
0;0;0;0;0;0;0;0;0;0;0;0;-747.568;1.796.948
0;0;0;0;0;0;0;0;0;0;0;0;-74.767;1.796.478
0;0;0;0;0;0;0;0;0;0;0;0;-747.787;1.796.095
0;0;0;0;0;0;0;0;0;0;0;0;-747.912;179.571
0;0;0;0;0;0;0;0;0;0;0;0;-748.035;1.795.322
0;0;0;0;0;0;0;0;0;0;0;0;-748.157;1.794.932
